,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
371,368,E BUFFALO ST,,700,700 Blk E Buffalo St.,EDDY ST,N QUARRY ST,2,Two-way,Sidewalks adjacent to both sides of the street,24.0,24.0,66.0,NO,Minor Arterial,NONE,CITY ST,319.720764754479,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,438.0,131.861482906322,"LINESTRING (-76.48746972827777 42.4416479524667, -76.48774390029496 42.44163994823959, -76.48781823794572 42.44163452201653, -76.48865302351217 42.44161003154418)",16.737539541741047,0,0,0,1,4
372,369,E BUFFALO ST,,300,300 Blk E Buffalo St.,PARKER ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34.0,34.0,66.0,NO,Minor Arterial,NONE,CITY ST,405.595246383455,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,439.0,167.277573452143,"LINESTRING (-76.4942315067797 42.441456500079575, -76.49423624988206 42.441456350716365, -76.4944036729898 42.44144962048747, -76.49573307218401 42.44141428395701)",0.42863027147004573,1,0,0,0,1
373,370,E BUFFALO ST,,200,200 Blk E Buffalo St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,315.690530254784,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,440.0,130.198561029786,"LINESTRING (-76.49573307218401 42.44141428395701, -76.4965199235329 42.44139052872159, -76.49690179232988 42.441381065305286)",0.37031767356548456,1,0,0,0,1
374,371,E BUFFALO ST,,100,100 Blk E Buffalo St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,595.404507625475,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,441.0,245.559228927988,"LINESTRING (-76.49690179232988 42.441381065305286, -76.49690269426296 42.44138104257773, -76.4988957460007 42.44132798910495, -76.49910616955547 42.441320851532495)",1.087995859822199,1,0,0,0,1
375,372,W BUFFALO ST,,100,100 Blk W Buffalo St.,N CAYUGA ST,N GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,464.634720809652,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,442.0,191.626540240743,"LINESTRING (-76.49910616955547 42.441320851532495, -76.49910855325935 42.44132077045698, -76.49994426150475 42.441296170522406, -76.50082627021672 42.4412713169376)",0.6334804664360763,1,0,0,0,1
376,373,W BUFFALO ST,NYS STATE ROUTE 96,600,600 Blk W Buffalo St.,N MEADOW ST,N FULTON ST,3,Two-way,Sidewalks adjacent to both sides of the street,36.8,36.8,66.0,YES,Minor Arterial,,NYS DOT,598.268644292401,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,443.0,246.740020645166,"LINESTRING (-76.5084363228758 42.4410317393076, -76.51001580085416 42.440979421615936, -76.51064773791313 42.44095238310787, -76.51065017024038 42.44095227391405)",0.10392703491092939,1,0,0,0,1
377,374,W BUFFALO ST,,500,500 Blk W Buffalo St.,WASHINGTON ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Minor Arterial,NONE,CITY ST,464.601681878151,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,444.0,191.612648819251,"LINESTRING (-76.50671687747852 42.44109045989525, -76.5067223024409 42.44109029066464, -76.50735562509742 42.44106841640917, -76.5084363228758 42.4410317393076)",0.6362213878067904,1,0,0,0,1
378,375,W BUFFALO ST,,400,400 Blk W Buffalo St.,N PLAIN ST,PARK PL,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,463.631894758835,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,445.0,191.212715628182,"LINESTRING (-76.50401558780503 42.44117086172173, -76.50401836411012 42.44117077451366, -76.50464797787049 42.44115354376125, -76.50573171482867 42.441117000479736)",0.42652748956202136,1,0,0,0,1
379,376,W BUFFALO ST,,300,300 Blk W Buffalo St.,N ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,595.445574137255,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,446.0,245.57600827412,"LINESTRING (-76.50181154770044 42.44124028381753, -76.50181319841452 42.44124023187414, -76.50206745438702 42.44123235117768, -76.50401558780503 42.44117086172173)",0.1060643599845115,1,0,0,0,1
380,377,W BUFFALO ST,,200,200 Blk W Buffalo St.,N GENEVA ST,N ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,266.183299512779,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,447.0,109.780449725827,"LINESTRING (-76.50082627021672 42.4412713169376, -76.50083438397156 42.44127108870095, -76.50181154770044 42.44124028381753)",0.1989509299347623,1,0,0,0,1
381,378,W BUFFALO ST,NYS STATE ROUTE 96,700,700 Blk W Buffalo St.,CAYUGA INLET,TAUGHANNOCK BLVD,4,Two-way,Sidewalks adjacent to both sides of the street,48.0,48.0,0.0,YES,Minor Arterial,,NYS DOT,98.2704383912064,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,448.0,40.5288009061193,"LINESTRING (-76.51213144920013 42.44090788457828, -76.51249534895963 42.440899515827944)",0.2216546100364683,1,0,0,0,1
382,379,W BUFFALO ST,NYS STATE ROUTE 96,,700 Blk W Buffalo St.,SIXMILE CREEK,SIXMILE CREEK,4,Two-way,Sidewalks adjacent to both sides of the street,0.0,0.0,0.0,YES,Minor Arterial,,NYS DOT,158.491338366337,,,FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,449.0,65.3651769143301,"LINESTRING (-76.51154465484466 42.44092369597459, -76.51213144920013 42.44090788457828)",0.1251046820378858,1,0,0,0,1
383,380,W BUFFALO ST BRIDGE,NYS STATE ROUTE 96,,800 Blk W Buffalo St.,CAYUGA INLET,CAYUGA INLET,3,Two-way,Sidewalks adjacent to the north side of the street only,0.0,0.0,0.0,YES,Minor Arterial,,NYS DOT,279.067683149857,,,FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,450.0,115.239325662,"LINESTRING (-76.51422439412448 42.440952984540196, -76.51440290402225 42.44101934821361, -76.51472827101335 42.44115650503526, -76.5150568613868 42.44139472348146)",0.10835777632893263,1,0,0,0,1
384,381,W BUFFALO ST,NYS STATE ROUTE 96,800,800 Blk W Buffalo St.,TAUGHANNOCK BLVD,FLOOD CONTROL CHANNEL,4,Two-way,Sidewalks adjacent to both sides of the street,48.0,48.0,0.0,YES,Minor Arterial,,NYS DOT,469.688859202236,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,451.0,193.717561101483,"LINESTRING (-76.51249534895963 42.440899515827944, -76.51268452232388 42.44090357675771, -76.51324836909163 42.44088763026126, -76.51338984995043 42.4408842865551, -76.51359292342444 42.44088200919793, -76.51376148854378 42.440885712799165, -76.51393305442245 42.440898508232046, -76.51402823710191 42.44091178932711, -76.51414558099063 42.44093362390439, -76.51422439412448 42.440952984540196)",0.11027755167738681,1,0,0,0,1
385,382,FLORAL AVE,NYS STATE ROUTE 13A,400,400 Blk Floral Ave.,CITY LINE,WEST DRIVEWAY #390,2,Two-way,No sidewalks adjacent to the street,24.0,24.0,50.0,YES,Minor Arterial,ALL CITY,CITY ST,1426.61887502694,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,"Part - 1887 (Dewitt), Part - unknown BKPG 131-117",5,452.0,589.342283982128,"LINESTRING (-76.52490798824682 42.429844693281844, -76.52441492159176 42.43028366972978, -76.52410469778346 42.43052636267378, -76.52403102478856 42.43058137853083, -76.52385680128177 42.43071420603529, -76.52355075740715 42.43093906298508, -76.5233005497692 42.43111798560233, -76.5232563003725 42.43115003362989, -76.52279132077852 42.431489372165004, -76.52257215532882 42.43164549879239, -76.52241113929036 42.43176015051896, -76.52233816612834 42.431806075370375, -76.52221445958456 42.43188438825441, -76.52208194635894 42.43197161461951, -76.52193646304173 42.432063636057094, -76.52181553824623 42.432137318880194, -76.52165012884066 42.432243049749836, -76.52148911519156 42.4323532410102, -76.52136725306647 42.432436013127315, -76.5212087847127 42.4325460343098, -76.52115294366165 42.432591796627236)",32.10909071286283,0,0,0,1,4
386,383,W CLINTON ST,NYS STATE ROUTE 96B,100,100 Blk W Clinton St.,S CAYUGA ST,S GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.0,32.0,66.0,YES,Minor Arterial,ALL CITY,CITY ST,464.950876567957,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,453.0,191.743978178908,"LINESTRING (-76.49888828202792 42.436892898317396, -76.49889035561331 42.43689283232282, -76.49909273410167 42.436881146857345, -76.49948381254164 42.43687148623163, -76.50021990487818 42.43684389529944, -76.50060681527161 42.436834227820235, -76.50060873570908 42.436834163484626)",1.0698366937074635,1,0,0,0,1
387,384,PROSPECT ST,TERRACE HILL/96B,100,100 Blk Prospect St.,S AURORA ST,E SPENCER ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,49.5,YES,Minor Arterial,,CITY ST,609.377641367556,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,454.0,251.489740847271,"LINESTRING (-76.49478140767354 42.43761743321601, -76.4949882081204 42.43759220989163, -76.49526196785621 42.43753462257456, -76.49547553239563 42.437473216252286, -76.49565695015094 42.43738537212481, -76.49589746781076 42.43725606834966, -76.49608654350298 42.4371545088991, -76.49655846756153 42.436950259986716, -76.49667565829485 42.43692616673959, -76.49679420700907 42.43692471229113)",12.499539740830754,0,0,1,0,3
388,385,S AURORA ST,NYS STATE ROUTE 96B,300,300 Blk S Aurora St.,PLEASANT ST,PROSPECT ST,2,Two-way,Sidewalks adjacent to both sides of the street,25.0,25.0,0.0,YES,Minor Arterial,,CITY ST,338.049053648288,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,455.0,139.920667039268,"LINESTRING (-76.49473848889261 42.43669040784765, -76.49474393172525 42.43677136379463, -76.4947545674242 42.43694682311551, -76.49476223321044 42.43725742596593, -76.49477151796572 42.4374057871794, -76.49478140767354 42.43761743321601)",11.513852049329806,0,0,1,0,3
389,386,S AURORA ST,NYS STATE ROUTE 96B,400,400 Blk S Aurora St.,COLUMBIA ST,PLEASANT ST,2,Two-way,Sidewalks adjacent to both sides of the street,25.0,25.0,0.0,YES,Minor Arterial,,CITY ST,320.063208012207,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,456.0,132.473878279102,"LINESTRING (-76.49468230453634 42.43581310970858, -76.49468727787448 42.43589852356431, -76.49473123824474 42.4365778942944, -76.49473848889261 42.43669040784765)",9.67701560534717,0,1,0,0,2
390,387,S AURORA ST,NYS STATE ROUTE 96B,500,500 Blk S Aurora St.,HILLVIEW PL,COLUMBIA ST,2,Two-way,Sidewalks adjacent to both sides of the street,25.0,25.0,0.0,YES,Minor Arterial,,CITY ST,338.16298463651,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,457.0,139.963319977785,"LINESTRING (-76.494621791972 42.43488624235312, -76.4946322405992 42.43503014448187, -76.49467370309212 42.43567349713408, -76.49468230453634 42.43581310970858)",5.3345297635274775,0,1,0,0,2
391,388,S AURORA ST,,100-200,100-200 Blk S Aurora St.,PROSPECT ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,28.0,28.0,0.0,NO,Minor Arterial,NONE,CITY ST,381.541964241324,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Unknown,4,458.0,157.887504541911,"LINESTRING (-76.49478140767354 42.43761743321601, -76.494784560602 42.437680378800025, -76.49484417272234 42.43809838536202, -76.49488766823245 42.43828690444447, -76.49496157951117 42.43841644800347, -76.49508858423182 42.43862827693176)",14.003312647089267,0,0,1,0,3
392,389,N AURORA ST,,100,100 Blk N Aurora St.,E STATE ST,E SENECA ST,2,One-way,Sidewalks adjacent to both sides of the street,40.0,40.0,66.0,NO,Minor Arterial,NONE,CITY ST,315.249027150908,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,459.0,130.488808719178,"LINESTRING (-76.49562623262173 42.43965506305736, -76.49564843495656 42.439839449364456, -76.49567074409491 42.440280409492416, -76.49568638810547 42.440518814666426)",0.13458898109150771,1,0,0,0,1
393,390,N AURORA ST,,200,200 Blk N Aurora St.,E SENECA ST,E BUFFALO ST,2,One-way,Sidewalks adjacent to both sides of the street,38.0,38.0,66.0,NO,Minor Arterial,NONE,CITY ST,326.130667452832,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,460.0,134.995593652617,"LINESTRING (-76.49568638810547 42.440518814666426, -76.49570678236675 42.440838346198504, -76.4957330167548 42.44141306401714)",0.20978335054028563,1,0,0,0,1
394,391,N AURORA ST,,300,300 Blk N Aurora St.,E BUFFALO ST,E COURT ST,2,One-way,Sidewalks adjacent to both sides of the street,36.3,36.3,66.0,NO,Minor Arterial,NONE,CITY ST,462.127620201195,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,461.0,191.292375474254,"LINESTRING (-76.4957330167548 42.44141306401714, -76.49573307218401 42.44141428395701, -76.4957391228371 42.44155835441601, -76.49579460582498 42.442680364702134)",0.15476193776912528,1,0,0,0,1
395,392,N AURORA ST,,400,400 Blk N Aurora St.,CASCADILLA CREEK,FARM ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,569.254163297657,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,1,462.0,235.6443468117,"LINESTRING (-76.49583636305373 42.443484764313936, -76.49586871190687 42.444114237815135, -76.49590770196816 42.444883644309186, -76.4959165083163 42.44504572442869)",0.19309937990833492,1,0,0,0,1
396,393,N AURORA ST,,400,400 Blk N Aurora St.,E COURT ST,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,36.3,36.3,66.0,NO,Minor Arterial,NONE,CITY ST,239.079294223442,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,463.0,98.9655381358923,"LINESTRING (-76.49579460582498 42.442680364702134, -76.49579475124011 42.44268330607078, -76.49579927591552 42.44275980112977, -76.49582871532802 42.443335933740556)",0.02887020442405853,1,0,0,0,1
397,394,N AURORA ST,,500,500 Blk N Aurora St.,FARM ST,E MARSHALL ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,418.517948776957,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,464.0,173.250118260036,"LINESTRING (-76.4959165083163 42.44504572442869, -76.49592644714114 42.445225642005774, -76.49597687435742 42.44609864651304, -76.4959820685782 42.446193150581585)",0.09337583065854263,1,0,0,0,1
398,395,N AURORA ST,,600,600 Blk N Aurora St.,E MARSHALL ST,E YATES ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,413.84558606664,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,465.0,171.319142717084,"LINESTRING (-76.4959820685782 42.446193150581585, -76.49603648467313 42.447196502290964, -76.49604351452761 42.4473278702084)",0.5188934931982547,1,0,0,0,1
399,396,N AURORA ST,,700,700 Blk N Aurora St.,E YATES ST,E TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,66.0,NO,Minor Arterial,NONE,CITY ST,413.761764140627,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,466.0,171.287451873194,"LINESTRING (-76.49604351452761 42.4473278702084, -76.49604370765694 42.44733148322884, -76.49609363640894 42.44823141292435, -76.4961067463958 42.44846230554356)",0.7964837908399287,1,0,0,0,1
400,397,N TIOGA ST,,800,800 Blk N Tioga St.,E TOMPKINS ST,E LEWIS ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Collector,NONE,CITY ST,417.313572938781,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See #280,1,467.0,172.760300373095,"LINESTRING (-76.49730726448385 42.44844524654912, -76.49731290312013 42.44856659936627, -76.49737834933633 42.449479918294024, -76.49738584347571 42.44958780140721, -76.49738591370662 42.44958889351416)",1.6040973609445917,1,0,0,0,1
401,398,N TIOGA ST,,700,700 Blk N Tioga St.,E YATES ST,E TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Collector,NONE,CITY ST,418.556050401166,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See #280,1,468.0,173.271839911456,"LINESTRING (-76.49723613442582 42.447297911949924, -76.49729714812047 42.448233694590265, -76.4973070543079 42.44844070981887, -76.49730726448385 42.44844524654912)",0.44159766644648785,1,0,0,0,1
402,399,N TIOGA ST,,600,600 Blk N Tioga St.,E MARSHALL ST,E YATES ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Collector,NONE,CITY ST,417.842483581877,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",1,469.0,172.973233484379,"LINESTRING (-76.49716273342497 42.44615260282835, -76.49716290260037 42.446155112070876, -76.49721892304993 42.44701439964008, -76.49723613442582 42.447297911949924)",0.2944906601626141,1,0,0,0,1
403,400,N TIOGA ST,,500,500 Blk N Tioga St.,FARM ST,E MARSHALL ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Collector,NONE,CITY ST,416.852321034765,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",1,470.0,172.560231813003,"LINESTRING (-76.49708975437284 42.44500999822737, -76.4970899031457 42.44501231209169, -76.49715291562681 42.44600675164973, -76.49716273342497 42.44615260282835)",0.2603177302651288,1,0,0,0,1
404,401,N TIOGA ST,,400,400 Blk N Tioga St.,CASCADILLA CREEK,FARM ST,2,Two-way,Sidewalks adjacent to both sides of the street,37.0,37.0,66.0,NO,Collector,NONE,CITY ST,406.120894466657,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",1,472.0,168.115251165033,"LINESTRING (-76.49703007020439 42.44389644861259, -76.49704541515628 42.44418887800167, -76.49707629926665 42.44480083478766, -76.49708975437284 42.44500999822737)",0.12029055045967432,1,0,0,0,1
405,402,N CAYUGA ST,,300,300 Blk N Cayuga St.,E BUFFALO ST,E COURT ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,471.710189980291,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,474.0,195.258736983898,"LINESTRING (-76.49910775816723 42.44130455018792, -76.49910855325935 42.44132077045698, -76.49914009716818 42.441973202865306, -76.49916887425411 42.44259817691926)",0.07196322417569576,1,0,0,0,1
406,403,N TIOGA ST,,200,200 Blk N Tioga St.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.0,32.0,66.0,NO,Collector,NONE,CITY ST,328.950004447002,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",3,475.0,136.162698533441,"LINESTRING (-76.49686067840612 42.440477342292986, -76.49690262105115 42.441379478712975)",0.39006177176365503,1,0,0,0,1
407,404,LINN ST,,100,100 Blk Linn St.,E COURT ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,48.0,48.0,66.0,NO,Minor Arterial,NONE,CITY ST,170.241253122503,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,476.0,70.4641519349395,"LINESTRING (-76.49462208698186 42.44272116488724, -76.4946023541302 42.442757336896115, -76.49458886496025 42.44279814484292, -76.49458070367291 42.44283878585738, -76.49455534744104 42.44310245756186, -76.49453848236121 42.443182189756214)",0.548530751900548,1,0,0,0,1
408,405,E COURT ST,,200,200 Blk E Court St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,66.0,NO,Minor Arterial,NONE,CITY ST,316.725667651544,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,477.0,130.62778980829,"LINESTRING (-76.49579398420886 42.44268333069327, -76.49579475124011 42.44268330607078, -76.49696623710383 42.44265898288081, -76.4969669688756 42.44265896452603)",0.662239923215345,1,0,0,0,1
409,406,W COURT ST,,200,200 Blk W Court St.,N GENEVA ST,N ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.4,30.4,66.0,NO,Minor Arterial,NONE,CITY ST,265.059140253055,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,187 (Dewitt) BKPG 131-117,3,478.0,109.318848187865,"LINESTRING (-76.50089661726675 42.44254902591917, -76.50187799353051 42.44252262954312)",0.13702893840090094,1,0,0,0,1
410,407,W COURT ST,,300,300 Blk W Court St.,N ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66.0,NO,Minor Arterial,NONE,CITY ST,595.460153154674,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,479.0,245.586840754544,"LINESTRING (-76.50187799353051 42.44252262954312, -76.50314697331146 42.44248802207055, -76.50408238014585 42.442457881653596)",0.4118434350442202,1,0,0,0,1
411,408,W COURT ST,,700,700 Blk W Court St.,N MEADOW ST,N FULTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,40.0,40.0,66.0,NO,Minor Arterial,NONE,CITY ST,596.233216466987,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,5,480.0,245.904870818068,"LINESTRING (-76.50850309714009 42.44232099482419, -76.50997733550868 42.44227350112484, -76.50997788372176 42.442273488871585, -76.51071036998998 42.44225741417508)",0.1841140583922405,1,0,0,0,1
412,409,OSMUN PL,,100,100 Blk Osmun Pl.,STEWART AVE,OSMUN PL,2,Two-way,Sidewalks adjacent to both sides of the street,25.8,25.8,42.0,NO,Local Road,NONE,CITY ST,264.142639765676,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1898 BKPG 147-467,3,481.0,108.940324564928,"LINESTRING (-76.4898501113101 42.4421122991024, -76.49050736736379 42.44209482915249, -76.49050752538717 42.442094824779, -76.49079490530242 42.442082022686314, -76.49082778665296 42.44208170621383)",15.170516889992053,0,0,0,1,4
413,410,STEWART AVE,,200,200 Blk Stewart Ave.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.6,28.6,49.5,NO,Collector,NONE,CITY ST,329.986817563806,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,"1887, 1988, 1988 BKPG 131-117, 132-338,",2,482.0,136.591984362153,"LINESTRING (-76.48976760054117 42.44067878837992, -76.48981720069898 42.44150942780057, -76.48981755668993 42.44158146055672, -76.48981768130027 42.441583489919374)",13.297895711351574,0,0,1,0,3
414,411,GILES ST,,100,100 Blk Giles St.,COLUMBIA ST,HUDSON ST,1,One-way,Sidewalks adjacent to both sides of the street,21.0,21.0,49.5,NO,Local Road,NONE,CITY ST,1030.23081407794,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,4,483.0,425.393743083697,"LINESTRING (-76.49000972861182 42.436756459086226, -76.4901324769278 42.43688999062811, -76.49029432262653 42.437045335487355, -76.490492216283 42.43724993198715, -76.49066562852127 42.43741437504739, -76.49082057007953 42.437542958633905, -76.4909841121 42.4376487381905, -76.49118029725547 42.43775883185796, -76.49130113704592 42.437820010275175, -76.49130176617402 42.437820328583925, -76.4914186098355 42.43787736231666, -76.49166158061617 42.43797771636915, -76.49193745880824 42.43805974545719, -76.49210296854751 42.43808903331274, -76.49230926931288 42.43809091237031, -76.49274342380546 42.43808062291601, -76.49280965205092 42.43807535809889, -76.49286546035408 42.438070085920856, -76.49292938745381 42.43805572985189, -76.4929828995438 42.43803707743922, -76.49305358594216 42.437991169528104)",40.627596926895116,0,0,0,1,4
415,412,HUDSON ST,,100,100 Blk Hudson St.,PROPSPECT ST,S AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.4,30.4,60.0,NO,Collector,NONE,CITY ST,677.813812788967,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Probably from Dewitt?,4,484.0,279.747780570377,"LINESTRING (-76.49277780629961 42.437679496239234, -76.49289516500703 42.437862586224114, -76.49292197874466 42.43789382236439, -76.49295365570423 42.43792488947606, -76.49298973134744 42.43795596094584, -76.49305358594216 42.437991169528104, -76.49305397945598 42.43799136970324, -76.49316580191835 42.4380481987341, -76.49327712927688 42.438078299342955, -76.49355536411245 42.4381332284436, -76.49383637695566 42.43818798708116, -76.49410396795825 42.43823861843945, -76.49439794176101 42.438297844942625, -76.494676872568 42.43835277185916, -76.4949615795099 42.43841644890377)",33.99141532006388,0,0,0,1,4
416,413,HUDSON ST,,200,200 Blk Hudson St.,PLEASANT ST,PROSPECT ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,60.0,NO,Collector,NONE,CITY ST,363.521686493369,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Part probably from Dewitt. Part - unknown BKPG Unknown,4,485.0,150.38261227507,"LINESTRING (-76.49226136747079 42.43675979153448, -76.49230499573565 42.436884190104216, -76.49252349380906 42.43725498923099, -76.49255121369977 42.437299773802536, -76.49277780629961 42.437679496239234)",14.792679954746744,0,0,1,0,3
