OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
442,COLUMBIA ST, ,300-400,300-400 Blk Columbia St.,GILES ST,HUDSON ST,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,50,NO,Collector,NONE,CITY ST,747.438525237169,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1896 BKPG 146-207,4,519,308.557877579598
443,FERRIS PL, ,100,100 Blk Ferris Pl.,FERRIS PL TURN,E STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street,21.8,21.8,40,NO,Local Road,NONE,CITY ST,565.685577138182,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1896 BKPG 146-308, 146-306",2,520,234.074377779494
444,S QUARRY ST, ,100,100 Blk S Quarry St.,FERRIS PL,E STATE ST,2,Two-way,Sidewalks adjacent to the east side of the street only,20,20,49.5,NO,Local Road,NONE,CITY ST,415.840829164479,Asphalt,,NO,CITYST,CITY-ALL,NO,1926,2,521,172.108443511743
445,CRESCENT PL, ,100,100 Blk Crescent Pl.,HOUSE #111,END,2,Two-way,Sidewalks adjacent to the west side of the street only,26.1,26.1,0,NO,Local Road,NONE,CITY ST,885.469898382384,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1) 1950, 2) 1937 BKPG 1) 332-62, 2) 244-2",4,523,366.134926967345
446,HAWTHORNE PL, ,100,100 Blk Hawthorne Pl.,CRESCENT PL,PEARSALL PL,2,Two-way,Sidewalks adjacent to the north side of the street only,25.9,25.9,0,NO,Local Road,NONE,CITY ST,821.320058851154,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1950 BKPG 328-525,4,524,339.023647804612
447,PEARSALL PL, ,100,100 Blk Pearsall Pl.,CITY LINE,HAWTHORNE PL,2,Two-way,No sidewalks adjacent to the street,25,25,50,NO,Local Road,NONE,CITY ST,717.001100279306,Asphalt,,NO,CITYST,CITY-ALL,NO,1936 BKPG 242-408,4,526,295.696426517292
448,FOREST PARK LA, ,000,<100 Blk Forest Park Lane,CAMPUS RD,END,2,Two-way,Sidewalks adjacent to the east side of the street only,0,0,0,NO,NA,NONE,CU,391.837395691427,,,NO,CU,NONE,NO,,0,,162.042401535411
449,LINN ST, ,100,100 Blk Linn St.,UNIVERSITY AVE,FARM ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Local Road,NONE,CITY ST,637.644322751389,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,530,263.91482826567
450,WORTH ST, ,100,100 Blk Worth St.,CORNELL ST,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,50,NO,Local Road,NONE,CITY ST,370.104444235322,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1912, 1949 BKPG 178-530, 325-57",2,531,152.737173728969
451,FIFTH ST,5TH ST,100,100 Blk Fifth St.,CASCADILLA ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,457.451490729583,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,532,189.203962645951
452,VINEGAR HILL, ,100,100 Blk Vinegar Hill Rd.,CLIFF ST,HECTOR ST,2,Two-way,No sidewalks adjacent to the street,18,18,50,NO,Local Road,NONE,CITY ST,427.856049940311,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,5,533,176.955306868746
453,N ALBANY ST, ,400,400 Blk N Albany St.,W COURT ST,ESTY ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.1,28.1,0,NO,Collector,NONE,CITY ST,331.502619817604,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,3,534,137.2236204771
454,MADISON ST, ,,100 Blk Madison St.,CASCADILLA CREEK,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Local Road,NONE,CITY OWNED,80.8871997510533,,,NO,CITYBRG,CITY BRIDGE,NO,,1,535,33.3960796670944
455,W YATES ST, ,200,200 Blk W Yates St.,AUBURN ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to both sides of the street,31.5,31.5,66,NO,Local Road,NONE,CITY ST,122.243237161233,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,537,50.4703003516509
456,AUBURN ST, ,100,100 Blk Auburn St.,E YATES ST,W TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,428.792680879694,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,538,177.497571294408
457,AUBURN ST, ,200,200 Blk Auburn St.,W TOMPKINS ST,W LEWIS ST,2,Two-way,Sidewalks adjacent to the east side of the street only,28,28,66,NO,Local Road,NONE,CITY ST,415.938844259479,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,539,172.189392762669
458,W LEWIS ST, ,100,100 Blk W Lewis St.,N CAYUGA ST,AUBURN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,336.235944540489,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 BKPG 131-117,1,540,138.690544326541
459,UTICA ST, ,600,600 Blk Utica St.,E JAY ST,E LINCOLN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,485.780760071253,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,541,201.111584541203
460,E FALLS ST, ,300,300 Blk E Falls St.,LAKE ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.2,30.2,66,NO,Local Road,NONE,CITY ST,529.506330583256,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1924 BKPG 206-20,1,542,218.422411058159
461,AUBURN ST, ,300,300 Blk Auburn St.,W LEWIS ST,W JAY ST,2,Two-way,Sidewalks adjacent to both sides of the street and west side partial,28,28,66,NO,Local Road,NONE,CITY ST,418.588308659599,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,543,173.290806680173
462,AUBURN ST, ,400,400 Blk Auburn St.,W JAY ST,W LINCOLN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,445.488013860903,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,544,184.428429349024
463,UTICA ST, ,500,500 Blk Utica St.,E LEWIS ST,E JAY ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,415.583682168821,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,545,172.046920358741
464,UTICA ST, ,400,400 Blk Utica St.,E TOMPKINS ST,E LEWIS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,418.672114253383,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 121-117,1,546,173.322316633874
465,UTICA ST, ,300,300 Blk Utica St.,E YATES ST,E TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,418.490025164215,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,547,173.24442790518
466,UTICA ST, ,200,200 Blk Utica St.,E MARSHALL ST,E YATES ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,416.538365494061,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,548,172.433189509218
467,UTICA ST, ,100,100 Blk Utica St.,FARM ST,E MARSHALL ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,415.708722831911,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,549,172.086672635243
468,DEY ST, ,300,300 Blk Dey St.,FRANKLIN ST,W LINCOLN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,389.682230371919,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,550,161.172088739974
469,DEY ST, ,200,200 Blk Dey St.,ADAMS ST,FRANKLIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,390.500348520851,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,551,161.50752897661
470,SEARS ST, ,100,100 Blk Sears St.,E COURT ST,S CASCADILLA AVE,2,Two-way,Sidewalks adjacent to both sides of the street,20.8,20.8,33,NO,Local Road,NONE,CITY ST,561.193675296189,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,3,552,232.304421155434
471,E GREEN TO E SENECA CONNECTOR, ,000,<100 Blk Seneca Way,E GREEN ST,SENECA WAY RTE 79W,1,One-way,Sidewalks adjacent to the west side of the street only,25,25,0,NO,Minor Arterial,NONE,CHECK,263.247081552059,Asphalt,"Curbed, Granite",NO,TO BE CONFIRMED,CHECK,NO,,3,553,108.953836308725
472,SENECA WAY,NYS ROUTE 79W,100,100 Blk Seneca Way,STATE ST,E SENECA ST,2,One-way,Sidewalks adjacent to both sides of the street,36,36,60,YES,Minor Arterial,MILLPAVE,NYS DOT,665.406565616052,Asphalt,"Curbed, Granite",NO,DOT,NYSMillPveCityReprs,YES,Unknown,3,554,274.831323896645
473,ELMIRA CIR,SPENCER CIR,000,Elmira Circle,PARK ST,PARK ST,1,One-way,No Information/Unknown,25,25,0,NO,Minor Arterial,NONE,CITY ST,283.974274880337,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,,4,556,117.310164795004
474,S ALBANY ST, ,600,600 Blk S Albany St.,ELMIRA CIRCLE,WOOD ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Minor Arterial,NONE,CITY ST,376.648092356667,Surface Treated,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,,4,561,155.8733539385
475,S ALBANY ST, ,500,500 Blk S Albany St.,WOOD ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Minor Arterial,NONE,CITY ST,526.433633607027,Surface Treated,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,,4,562,217.881726085331
476,ELMIRA RD, ,100,100 Blk Elmira Rd.,S PLAIN ST,ELMIRA CIRCLE,2,Two-way,Sidewalks adjacent to the north side of the street only,33,33,80,NO,Minor Arterial,NONE,CITY ST,603.218902424822,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,1937 BKPG 246-48,4,565,249.066449134386
477,S MEADOW ST,NYS ROUTE 13/34/96N,700,700 Blk S Meadow St.,ELMIRA RD,WOOD ST,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial,MILLPAVE,NYS DOT,1544.17707993495,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS R.O.W.,4,566,639.043216944305
478,W CLINTON ST EB LANE,NYS STATE ROUTE 96B,600,600 Blk W Clinton St.,S MEADOW ST,S MEADOWN ST,1,One-way,Sidewalks adjacent to the south side of the street only,18,18,0,NO,Local Road,NONE,CITY ST,116.939840249807,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,,3,567,48.2985410422461
479,CECIL A MALONE DR,WAS W CLINTON ST,100,100 Blk Cecil A Malone Dr.,S MEADOW ST,WEGMANS DRIVEWAY,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,0,NO,Local Road,NONE,CITY ST,403.50610444479,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,,4,568,166.536644021319
480,ELMCREST CIR, ,000,<100 Blk Elmcrest Circle,ELM ST,END,2,Two-way,No sidewalks adjacent to the street,26,26,50,NO,Local Road,NONE,CITY ST,262.788335085959,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,5,569,108.741184691809
481,TAYLOR PL, ,100,100 Blk Taylor Pl.,HOOK PL,JUST NORTH OF #110 HOUSE,2,Two-way,No sidewalks adjacent to the street,32,32,50,NO,Local Road,NONE,CITY ST,317.161602137274,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,5,570,131.273234192947
482,CLIFF PARK RD, ,300,300 Blk Cliff Park Rd.,WARREN PL,RICHARD PL,2,Two-way,No sidewalks adjacent to the street,23.5,23.5,50,NO,Local Road,NONE,CITY ST,338.240029609295,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,7/27/1955 BKPG 394-346,5,571,139.614841797114
483,SHORT ST, ,100,100 Blk Short St.,FRANKLIN ST,W LINCOLN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,381.569952081239,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1930 BKPG 223-427,1,572,157.814985982706
484,JAMES L GIBBS DR, ,000,<100 Blk James L Gibbs Dr.,GARDNER WAY,TOWN OF ITHACA LINE,2,Two-way,No sidewalks adjacent to the street,30,30,0,NO,Local Road,NONE,CITY ST,745.143794433311,Asphalt,,NO,CITYST,CITY-ALL,NO,,6,573,308.174092087087
485,SCIENCES DR, ,100,100 Blk Sciences Dr.,RESERVOIR AVE,END,0,Two-way,No Information/Unknown,0,0,0,NO,NA,NONE,CU,391.977222407871,,,NO,CU,NONE,NO,,0,,153.914195520275
486,ELMWOOD AVE, ,100,100 Blk Elmwood Ave.,MITCHELL ST,ITHACA RD,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,50,NO,Local Road,NONE,CITY ST,586.872362953316,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,575,242.906763213651
487,PEARL ST, ,100,100 Blk Pearl St.,MITCHELL ST,WORTH ST,2,Two-way,No sidewalks adjacent to the street,25.8,25.8,50,NO,Local Road,NONE,CITY ST,428.208124084689,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,576,177.241640490352
488,COBB ST, ,100,100 Blk Cobb St.,MITCHELL ST,WORTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,25.8,25.8,50,NO,Local Road,NONE,CITY ST,410.273500964603,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,577,169.818397173688
489,CORNELL ST, ,000,<100 Blk Cornell St.,HOMESTEAD RD,VALLEY RD,2,Two-way,Sidewalks adjacent to the west side of the street only,33.8,33.8,60,NO,Collector,NONE,CITY ST,738.72183030954,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Various yearsBKPG Various,2,578,305.749241506194
490,CORNELL ST, ,300-400,300-400 Blk Cornell St.,MILLER ST,DRYDEN RD,2,Two-way,Sidewalks adjacent to the east side of the street only,26.2,26.2,50,NO,Collector,NONE,CITY ST,477.933960968499,Surface Treated,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1930 BKPG 219-565,2,579,197.828808519409
491,TERRACE PL, ,100,100 Blk Terrace Pl.,BUFFALO ST,LINN ST,1,One-way,Sidewalks adjacent to the west side of the street only,9.25,9.25,15,NO,Local Road,NONE,CITY ST,497.39825142027,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1934 BKPG 235-418,3,581,205.8279083384
492,CASCADILLA AVE,N CASCADILLA AVE,100,100 Blk N Cascadilla Ave.,N TIOGA ST,N CAYUGA ST,1,One-way,No sidewalks adjacent to the street,11,11,0,NO,Local Road,NONE,CITY ST,698.276479320329,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,582,288.254141622483
493,PIER RD, ,200,200-300 Pier Rd.,EAST END AT IFD TC,WILLOW AVE,2,Two-way,Sidewalks adjacent to the south side of the street only and partial,22,22,0,NO,Local Road,NONE,CITY ST,2203.46502447252,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,1,583,910.188056559961
494,LINN ST, ,700,700 Blk Linn St.,QUEEN ST,E LINCOLN ST,2,Two-way,Sidewalks adjacent to the west side of the street only,24,24,66,NO,Local Road,NONE,CITY ST,254.768698383768,Asphalt,,NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,584,105.472003192117
495,ALICE MILLER WAY, ,500,500 Blk Alice Miller Way,ADAMS ST,FRANKLIN ST,1,One-way,Sidewalks adjacent to both sides of the street,20,20,0,NO,Local Road,NONE,CITY ST,404.811151662905,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,,3,585,167.543059137069
496,ADAMS ST, ,300,300 Blk Adams St.,ALICE MILLER WAY,FIRST ST,2,Two-way,Sidewalks adjacent to the north side of the street only,30,30,66,NO,Local Road,NONE,CITY ST,315.74263794129,Asphalt,,NO,CITYST,CITY-ALL,NO,"1)1887, 2)1926 BKPG 131-117, 209-354;section decommissioned feb 3 2016",3,586,59.3197833055921
497,ADAMS ST, ,500,500 Blk Adams St.,SECOND ST,THIRD ST,2,Two-way,No sidewalks adjacent to the street,30,30,66,NO,Local Road,NONE,CITY ST,328.109623868496,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"1)1887, 2)1926 BKPG 1)131-117, 2)209-354",3,587,135.465248606983
498,PIER RD end, , ,Road name not known,, ,2,Two-way,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,44.9941586045163,,,NO,CITYFACIL,CITY-ALL,NO,,0,,18.5622051865165
499,E CLINTON ST,NYS STATE ROUTE 96B,100,100 Blk E Clinton St.,SIXMILE BRIDGE,E SPENCER ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,YES,Minor Arterial, ,CITY ST,266.385543912924,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,4,590,109.855623239803
500,ELMWOOD AVE, ,400,400 Blk Elmwood Ave.,DRYDEN RD,OAK AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,25,25,50,NO,Local Road,NONE,CITY ST,333.121589094943,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,591,137.891175969899
501,ONEIDA PL, ,100,100 Blk Oneida Pl.,DRYDEN RD,OAK AVE,2,Two-way,Short section of sidewalk adjacent to the west side of the street near Dryden Rd,16,16,50,NO,Local Road,NONE,CITY ST,205.089009163854,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,592,84.8936426731938
502,BALCH DR, ,,Balch Dr.,WAIT AVE,END,0,Two-way,No Information/Unknown,0,0,0,NO,NA,NONE,CU,478.452965628902,,,NO,CU,NONE,NO,,0,,197.653589342209
503,ELMWOOD AVE, ,000,<100 Blk Elmwood Ave.,VALLEY RD,MITCHELL ST,2,Two-way,Sidewalks adjacent to both sides of the street and east side partial,25.8,25.8,50,NO,Local Road,NONE,CITY ST,575.686550221469,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1931 BKPG 227-176,2,597,238.278587681472
504,BRIDGE ST, ,100,100-200 Blk Bridge St.,GILES  ST,E STATE ST,2,Two-way,No sidewalks adjacent to the street,22,22,50,NO,Local Road,NONE,CITY ST,466.148428102899,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,598,192.659642783738
505,WEST AVE, ,100,100 Blk West Ave.,EDGEMOOR LA,SOUTH AVE,1,Two-way,Sidewalks adjacent to the west side of the street only and partial,18,18,60,NO,NA,NONE,CU,250.024047711834,,,NO,CU,NONE,NO,,0,,103.472235895859
506,WAIT AVE,WAITE AVE,100,100 Blk Wait Ave.,WYCKOFF AVE,THURSTON AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,22.8,22.8,50,NO,Local Road,NONE,CITY ST,494.684589908186,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,601,204.468471546367
507,THIRD ST,3RD ST EXT,600,600 Blk Third St.,THIRD ST,END,2,Two-way,No sidewalks adjacent to the street,22,22,0,NO,Local Road,NONE,CITY ST,1217.81851050092,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,5,607,503.418861705229
508,CASCADILLA ST, ,700-800,700-800 Blk Cascadilla St.,N FULTON ST,END,2,Two-way,Sidewalks adjacent to the south side of the street and partial,30,30,66,NO,Local Road,NONE,CITY ST,361.088140450982,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1928 BKPG 215-384,5,608,148.928829524175
509,N MEADOW ST,NYS ROUTE 13/34,700,700 Blk N Meadow St.,BEGIN DIVIDED HIGHWAY,THIRD ST,4,Two-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,1016.66594817221,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,609,420.48819747769
510,N MEADOW ST SB,NYS ROUTE 13S,800,800 Blk N Meadow St.,STATE ROUTE 13 NB,CASCADILLA CREEK,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,815.214148166552,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,610,337.043894634858
511,N MEADOW ST NB,NYS ROUTE 13N,800,800 Blk N Meadow St.,STATE ROUTE 13 SB,CASCADILLA CREEK,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,805.098532309154,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,611,332.819456038703
512,NYS RTE 13 SB,NYS ROUTE 13S,900,900 Blk N Meadow St.,WILLOW AVE,FALL CREEK,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,1301.86964803101,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,1,612,538.445433073668
513,NYS RTE 13 NB,NYS ROUTE 13N,900,900 Blk N Meadow St.,WILLOW AVE,FALL CREEK,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,1306.71172204371,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,1,613,540.446250897982
514,NYS RTE 13 NB,NYS ROUTE 13N,1000,1000 Blk N Meadow St.,FALL CREEK,CITY LINE,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,2210.98877284596,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,6,614,915.394988147223
515,NYS RTE 13 SB,NYS ROUTE 13S,1000,1000 Blk N Meadow St.,FALL CREEK,CITY LINE,2,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,2364.81061807165,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,6,615,979.066914635257
516,PARK RD, ,100,100 Blk Park Rd.,CLIFF ST,END,2,Two-way,Short section on north side near Cliff St,30,30,0,NO,Local Road,NONE,CITY ST,903.221460157377,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,5,617,373.71360309912
517,TAUGHANNOCK BLVD,NYS STATE ROUTE 89,600,600 Blk Taughannock Blvd.,CASS PARK PLAYGROUND DRIVEWAY,CASS PARK ACCESS RD,2,Two-way,No sidewalks adjacent to the street,32,32,0,YES,Collector,ALL CITY,CITY ST,1336.16827932289,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,,6,618,552.7218910559
518,COVE LA,CASS PARK ACCESS ROAD,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,786.732359309092,,,NO,CITYFACIL,CITY-ALL,NO,,6,,325.434343425916
519,SUNRISE RD, ,000,<100 Blk Sunrise Rd.,WARREN PL,RICHARD PL,2,Two-way,No sidewalks adjacent to the street,28,28,50,NO,Local Road,NONE,CITY ST,361.217426284294,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/11/1970 BKPG 488-177,5,621,148.982459731238
520,TAUGHANNOCK BLVD,OLD TAUGHANNOCK BLVD,200,200 Blk Taughannock Blvd.,W SENECA ST,W BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,NO,Collector,NONE,CITY ST,334.619224986196,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,,5,623,138.483607349231
521,W VILLAGE PL, ,100,100 Blk W Village Pl.,ELM ST,END,2,Two-way,Sidewalks adjacent to the west side of the street only,32,32,0,NO,Local Road,NONE,CITY ST,949.78386292022,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,,5,624,392.68779770934
522,S CAYUGA ST, ,500,500 Blk S Cayuga St.,SOUTH HILL TERRACE,SPENCER ST,2,Two-way,Sidewalks adjacent to both sides of the street,22.2,22.2,50,NO,Local Road,NONE,CITY ST,503.696988329909,Asphalt,,NO,CITYST,CITY-ALL,NO,1893 BKPG 142-169,4,625,208.473958927239
523,CAMPUS RD, ,200,200 Blk Campus Rd.,CENTRAL AVE,,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,NA,NONE,CU,481.555316848418,,,FIRE,CU,NONE,NO,,0,,198.940843350209
524,CLIFF PARK CIR, ,000,<100 Blk Cliff Park Circle,CLIFF PARK RD,END,2,Two-way,No sidewalks adjacent to the street,28,28,50,NO,Local Road,NONE,CITY ST,180.482858472443,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/12/1969 BKPG 481-723,5,629,74.4575488894937
525,W BUFFALO ST,NYS STATE ROUTE 96,WestofParkRd,800 Blk W Buffalo St.,FLOOD CONTROL CHANNEL,PARK RD,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,0,YES,Minor Arterial, ,NYS DOT,126.563476355925,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,631,52.3477938802369
526,HAWTHORNE CIR, ,000,<100 Blk Hawthorne Circle,HAWTHORNE PL,END,2,Two-way,Sidewalks adjacent to the west side of the street only,25.9,25.9,0,NO,Local Road,NONE,CITY ST,178.544754737693,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1950 BKPG 328-525,4,632,73.8901850043376
527,FALL CREEK DR, ,100,100 Blk Fall Creek Dr.,BARTON PL,STEWART AVE,2,Two-way,Sidewalks adjacent to the south side of the street only,26,26,0,NO,Local Road,NONE,CITY ST,443.195120299379,Asphalt,,NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,633,182.877404215706
528,JESSUP RD,GEORGE JESSUP RD,100,100 Blk Jessup Rd.,TRIPHAMMER RD,CITY LINE,2,Two-way,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CU,176.214738989812,,,NO,CU,NONE,NO,,0,,72.7157481191986
